size,sparsity,num_layers,mae,smape,variance
0.5,0.0,1,10.03227395510696,191.8634295463562,0.049392603
0.5,0.0,2,10.227117194972857,198.01862239837646,0.014825187
0.5,0.0,4,10.029109415908655,191.29765033721924,2.5434743e-05
0.5,0.0,6,10.071571584903833,193.03741455078125,2.220446e-16
0.5,0.0,8,10.449188096204189,200.0,1.9984014e-15
0.5,0.0,10,10.114444004164802,194.80931758880615,2.220446e-16
0.5,0.0,12,9.751530774916061,180.3960919380188,3.5527137e-15
0.5,0.25,1,10.466799514236474,199.9032974243164,0.025273625
0.5,0.25,2,10.108283590111467,194.43963766098022,0.0045979666
0.5,0.25,4,10.594645164982238,200.0,2.6662587e-05
0.5,0.25,6,9.802897667041933,182.3583483695984,0.0
0.5,0.25,8,10.823179511108783,200.0,0.0
0.5,0.25,10,11.064443615951923,200.0,1.4210855e-14
0.5,0.25,12,10.18112283132293,197.60425090789795,2.220446e-16
0.5,0.5,1,10.185138141529428,196.4815378189087,0.025279121
0.5,0.5,2,10.346019927073609,199.95301961898804,0.0029362165
0.5,0.5,4,10.10263928349572,194.31490898132324,4.6988157e-06
0.5,0.5,6,10.200132693004127,198.4145998954773,1.8980976e-06
0.5,0.5,8,10.109944801137905,194.62246894836426,2.220446e-16
0.5,0.5,10,9.86359148495125,184.70885753631592,8.881784e-16
0.5,0.5,12,10.326618065812973,200.0,4.9960036e-16
0.5,0.9,1,10.393552848222582,199.9959111213684,0.0032052945
0.5,0.9,2,10.017042139112347,190.86589813232422,0.0016314252
0.5,0.9,4,9.979467296841168,189.2957329750061,2.3247144e-06
0.5,0.9,6,11.222896603622821,200.0,3.5527137e-15
0.5,0.9,8,10.820037690678028,200.0,3.5527137e-15
0.5,0.9,10,10.757473973312763,200.0,1.4210855e-14
0.5,0.9,12,9.897170629465219,186.02442741394043,3.5527137e-15
0.25,0.0,1,9.678148105966322,185.01482009887695,0.068400234
0.25,0.0,2,9.845585780814039,190.97156524658203,0.0052287565
0.25,0.0,4,10.47510013385654,200.0,0.00032905873
0.25,0.0,6,10.054371762958038,199.84147548675537,2.5284138e-05
0.25,0.0,8,10.415827335532667,200.0,8.881784e-16
0.25,0.0,10,9.762485749994465,187.51574754714966,8.881784e-16
0.25,0.0,12,10.620386840518476,200.0,0.0
0.25,0.25,1,9.970413927101728,195.78489065170288,0.025425717
0.25,0.25,2,10.169162329850774,199.92008209228516,0.0039208094
0.25,0.25,4,10.279357005901609,200.0,3.8965733e-05
0.25,0.25,6,10.789222420867445,200.0,3.5527137e-15
0.25,0.25,8,10.153976397331716,200.0,5.551115e-17
0.25,0.25,10,10.513308437283994,200.0,3.5527137e-15
0.25,0.25,12,9.89702946012871,193.09122562408447,2.220446e-16
0.25,0.5,1,10.115786366616234,198.82051944732666,0.022905057
0.25,0.5,2,9.856643388468006,191.44139289855957,0.0012802066
0.25,0.5,4,10.278909705102645,200.0,0.00011066198
0.25,0.5,6,10.621264936145307,200.0,0.0
0.25,0.5,8,10.04632797764194,199.5197296142578,3.469447e-18
0.25,0.5,10,9.388720013075806,173.01206588745117,3.5527137e-15
0.25,0.5,12,9.393712216756159,173.19687604904175,0.0
0.25,0.9,1,9.863795803276577,191.80278778076172,0.005440041
0.25,0.9,2,10.11758341452088,199.9898910522461,0.00039742884
0.25,0.9,4,10.359590427843408,200.0,1.9562172e-05
0.25,0.9,6,10.18211098938478,200.0,2.8505829e-06
0.25,0.9,8,11.08885169189787,200.0,1.4210855e-14
0.25,0.9,10,9.794258213805831,188.81444931030273,8.881784e-16
0.25,0.9,12,10.268216551955701,200.0,1.9984014e-15
0.1,0.0,1,10.286171585290033,197.74736166000366,0.05481076
0.1,0.0,2,10.042399834326122,192.4872875213623,0.0076246206
0.1,0.0,4,9.587283036347186,174.43619966506958,0.0010032027
0.1,0.0,6,10.493647838911313,200.0,8.881784e-16
0.1,0.0,8,9.847807645128015,184.2727541923523,8.881784e-16
0.1,0.0,10,10.903215344032544,200.0,0.0
0.1,0.0,12,10.043899355309733,192.14075803756714,1.9984014e-15
0.1,0.25,1,9.979427973017767,189.46224451065063,0.048137493
0.1,0.25,2,10.155438815128434,196.35556936264038,0.012872479
0.1,0.25,4,10.005386542738155,190.56861400604248,9.22621e-06
0.1,0.25,6,9.923574123824581,187.26662397384644,1.2328944e-08
0.1,0.25,8,10.692447776874799,200.0,0.0
0.1,0.25,10,10.667167539676923,200.0,0.0
0.1,0.25,12,10.893542821487683,200.0,1.4210855e-14
0.1,0.5,1,10.298952346455746,198.58076572418213,0.033747647
0.1,0.5,2,10.27311193910846,199.95371103286743,0.0013552967
0.1,0.5,4,10.044947131505507,192.18528270721436,1.5398672e-06
0.1,0.5,6,11.296060974678296,200.0,1.4210855e-14
0.1,0.5,8,10.20059549691302,198.7202525138855,1.3877788e-17
0.1,0.5,10,10.874915297111768,200.0,3.5527137e-15
0.1,0.5,12,9.564451332842365,173.56046438217163,3.5527137e-15
0.1,0.9,1,10.23647537365493,199.21811819076538,0.0045395833
0.1,0.9,2,10.206195580244609,198.95120859146118,0.00026638436
0.1,0.9,4,9.89551161145896,186.15195751190186,6.250027e-06
0.1,0.9,6,11.091097523991982,200.0,2.7138249e-06
0.1,0.9,8,10.587596530994672,200.0,8.881784e-16
0.1,0.9,10,10.636484081825513,200.0,0.0
0.1,0.9,12,10.9168671918719,200.0,0.0
