size,sparsity,num_layers,mae,smape,variance
0.5,0.0,1,1646.8343003662562,199.49051141738892,0.039690267
0.5,0.0,2,1647.190806589234,199.9965786933899,0.007020198
0.5,0.0,4,1647.0617126043815,199.9761700630188,7.795921e-05
0.5,0.0,6,1646.9268540037106,199.65530633926392,4.439535e-06
0.5,0.0,8,1647.0622078975982,199.9773383140564,4.406143e-08
0.5,0.0,10,1646.8139950313653,199.3888020515442,0.0
0.5,0.0,12,1648.1242554762448,200.0,5.684342e-14
0.5,0.25,1,1647.1802651347496,199.90880489349365,0.039155163
0.5,0.25,2,1647.1180431856385,199.97825622558594,0.0046198037
0.5,0.25,4,1647.095923038866,200.0,7.5895856e-05
0.5,0.25,6,1647.1915860675958,200.0,2.3095938e-06
0.5,0.25,8,1646.926649397766,199.6545433998108,1.3425366e-08
0.5,0.25,10,1646.8381173512732,199.44552183151245,4.575862e-11
0.5,0.25,12,1647.8803853967274,200.0,3.5527137e-15
0.5,0.5,1,1646.9616266770577,199.61739778518677,0.02318892
0.5,0.5,2,1647.1135345051377,199.98735189437866,0.003010653
0.5,0.5,4,1647.1288988753056,200.0,7.697694e-05
0.5,0.5,6,1647.223017259898,200.0,4.489457e-07
0.5,0.5,8,1646.7452914182884,199.22786951065063,9.93232e-09
0.5,0.5,10,1646.3129338004674,198.23260307312012,1.4210855e-14
0.5,0.5,12,1647.926531253108,200.0,3.1974423e-14
0.5,0.9,1,1647.054532495255,199.94806051254272,0.0037426432
0.5,0.9,2,1647.140356791996,199.99995231628418,0.001153835
0.5,0.9,4,1647.0249528994273,199.88750219345093,1.3665083e-05
0.5,0.9,6,1646.9217441170458,199.643075466156,1.4474655e-06
0.5,0.9,8,1647.2428089496625,200.0,5.7142273e-09
0.5,0.9,10,1647.4352349167564,200.0,7.774598e-10
0.5,0.9,12,1646.1825059630955,197.93813228607178,3.5527137e-15
0.25,0.0,1,1456.7606619936087,199.86666440963745,0.043802515
0.25,0.0,2,1456.6091853628707,199.80119466781616,0.00805325
0.25,0.0,4,1456.7722898115462,200.0,6.690187e-05
0.25,0.0,6,1456.5355968442368,199.68751668930054,1.3163611e-06
0.25,0.0,8,1456.8034847410752,200.0,8.209739e-08
0.25,0.0,10,1456.142011332258,198.66849184036255,3.5527137e-15
0.25,0.0,12,1456.4776453006773,199.5354175567627,1.3935786e-10
0.25,0.25,1,1456.5601497353766,199.64522123336792,0.03257615
0.25,0.25,2,1456.6366524024825,199.87457990646362,0.0037281823
0.25,0.25,4,1456.609490349306,199.88051652908325,0.00012437571
0.25,0.25,6,1456.519777488193,199.6463418006897,2.518653e-06
0.25,0.25,8,1456.729889602432,200.0,4.6712085e-08
0.25,0.25,10,1456.1486596134114,198.68545532226562,7.206562e-09
0.25,0.25,12,1456.2719622430648,199.00165796279907,3.5527137e-15
0.25,0.5,1,1456.6552619875497,199.8735785484314,0.01942243
0.25,0.5,2,1456.5933094635436,199.86016750335693,0.0035638327
0.25,0.5,4,1456.560552533054,199.75316524505615,4.8548398e-05
0.25,0.5,6,1456.532878048908,199.68018531799316,3.2208558e-07
0.25,0.5,8,1456.983202100545,200.0,1.2771212e-08
0.25,0.5,10,1456.9927250025119,200.0,8.881784e-16
0.25,0.5,12,1457.2766284224833,200.0,0.0
0.25,0.9,1,1456.6761096327639,199.96473789215088,0.0033094927
0.25,0.9,2,1456.6187107338926,199.90993738174438,0.00048434228
0.25,0.9,4,1456.747701110568,200.0,1.0964734e-05
0.25,0.9,6,1456.7778676666953,200.0,7.746952e-07
0.25,0.9,8,1456.9625381335456,200.0,6.511139e-09
0.25,0.9,10,1457.631842001036,200.0,1.6193127e-11
0.25,0.9,12,1455.9784308550204,198.2534885406494,3.5527137e-15
0.1,0.0,1,1426.1225326733875,199.96895790100098,0.042746145
0.1,0.0,2,1425.8591846565243,199.77939128875732,0.0052162497
0.1,0.0,4,1425.8804731945702,199.82492923736572,8.188627e-05
0.1,0.0,6,1426.078834066796,200.0,8.062728e-07
0.1,0.0,8,1426.3279951990708,200.0,1.876753e-07
0.1,0.0,10,1425.9307228385246,199.94819164276123,1.3877788e-17
0.1,0.0,12,1426.4946209921277,200.0,1.4210855e-14
0.1,0.25,1,1425.75984575196,199.488365650177,0.04241155
0.1,0.25,2,1425.884224659221,199.84772205352783,0.0047520776
0.1,0.25,4,1425.949456068714,199.98966455459595,4.7581976e-05
0.1,0.25,6,1426.073074853701,200.0,2.3513242e-06
0.1,0.25,8,1425.7716900722944,199.55297708511353,4.395117e-08
0.1,0.25,10,1425.9199157932248,199.92117881774902,3.5485184e-10
0.1,0.25,12,1426.8589047326482,200.0,3.1974423e-14
0.1,0.5,1,1425.8240460503478,199.56681728363037,0.03126976
0.1,0.5,2,1425.8919496955543,199.85729455947876,0.0030835653
0.1,0.5,4,1425.8758102817521,199.81403350830078,5.596614e-05
0.1,0.5,6,1426.0008648404707,200.0,1.6059869e-06
0.1,0.5,8,1425.9211483450651,199.9243140220642,5.3130115e-08
0.1,0.5,10,1425.2678550560563,198.32987785339355,1.35945335e-11
0.1,0.5,12,1425.2756986750996,198.34860563278198,0.0
0.1,0.9,1,1425.9630051097013,199.95406866073608,0.0037106061
0.1,0.9,2,1425.958707747806,199.99768733978271,0.00044256594
0.1,0.9,4,1426.0003367488357,200.0,5.7409593e-06
0.1,0.9,6,1425.9422196921635,199.9768853187561,1.8305896e-07
0.1,0.9,8,1426.2062283727387,200.0,8.1071665e-09
0.1,0.9,10,1426.345718158666,200.0,8.881784e-16
0.1,0.9,12,1426.3251118792928,200.0,0.0
