size,sparsity,num_layers,mae,smape,variance
0.5,0.0,1,10.125880216333,194.40245628356934,0.049640816
0.5,0.0,2,10.436642300826733,200.0,0.008222635
0.5,0.0,4,9.933035143096038,187.44168281555176,8.881784e-16
0.5,0.0,6,10.918561009445575,200.0,3.5527137e-15
0.5,0.0,8,10.349430097022442,200.0,2.220446e-16
0.5,0.0,10,10.30291617450991,200.0,0.0
0.5,0.0,12,9.879290941989783,185.3225827217102,8.881784e-16
0.5,0.25,1,10.203630944375288,196.836256980896,0.030358242
0.5,0.25,2,10.073898063953777,193.39548349380493,0.004049552
0.5,0.25,4,10.22926125615233,199.6503472328186,2.831269e-05
0.5,0.25,6,10.790256706753162,200.0,3.5527137e-15
0.5,0.25,8,9.931892506100915,187.39633560180664,3.5527137e-15
0.5,0.25,10,10.67422297386208,200.0,1.4210855e-14
0.5,0.25,12,10.60892697958031,200.0,3.5527137e-15
0.5,0.5,1,10.38143789813374,199.61447715759277,0.018475078
0.5,0.5,2,10.07377329054806,193.16362142562866,0.0026243606
0.5,0.5,4,10.40104147250002,200.0,0.00011734008
0.5,0.5,6,10.34115338114777,200.0,4.9960036e-16
0.5,0.5,8,9.892286924701748,185.832417011261,0.0
0.5,0.5,10,10.426262465992359,200.0,2.220446e-16
0.5,0.5,12,10.36952611593285,200.0,2.220446e-16
0.5,0.9,1,10.301444401795214,199.7385025024414,0.0037334918
0.5,0.9,2,10.352682678010126,200.0,0.0004923814
0.5,0.9,4,10.408028535243838,200.0,6.689508e-07
0.5,0.9,6,9.582725332842934,174.11572933197021,0.0
0.5,0.9,8,10.206361964796528,198.67483377456665,1.3877788e-17
0.5,0.9,10,10.142152719425432,195.96490859985352,4.9960036e-16
0.5,0.9,12,11.009558347740558,200.0,0.0
0.25,0.0,1,10.334428268099073,199.93064403533936,0.027736872
0.25,0.0,2,9.96075537993952,195.9394931793213,0.0063105947
0.25,0.0,4,9.886040581697566,192.6255702972412,7.3612036e-06
0.25,0.0,6,9.446099385669335,175.14605522155762,1.4849958e-05
0.25,0.0,8,10.21241404276705,200.0,2.220446e-16
0.25,0.0,10,9.47373751939748,176.19121074676514,3.5527137e-15
0.25,0.0,12,11.614531041797163,200.0,0.0
0.25,0.25,1,10.094176043941316,198.4306812286377,0.02867849
0.25,0.25,2,9.976353030131271,196.39995098114014,0.003005106
0.25,0.25,4,10.640906289169685,200.0,9.917415e-06
0.25,0.25,6,10.312321008857252,200.0,8.881784e-16
0.25,0.25,8,9.84798873634852,191.03575944900513,0.0
0.25,0.25,10,10.569263996299268,200.0,0.0
0.25,0.25,12,9.635157944778802,182.41819143295288,0.0
0.25,0.5,1,9.954905980965906,195.126473903656,0.01799176
0.25,0.5,2,10.132839634475182,199.9987244606018,0.00075817225
0.25,0.5,4,9.757904247503088,187.3302936553955,0.00010006115
0.25,0.5,6,10.382574917491437,200.0,8.881784e-16
0.25,0.5,8,10.797790290530683,200.0,0.0
0.25,0.5,10,9.58905570354526,180.61355352401733,0.0
0.25,0.5,12,9.532987505498559,178.44723463058472,0.0
0.25,0.9,1,9.99179978731405,196.88149690628052,0.0058242357
0.25,0.9,2,10.233819954573907,200.0,0.0005580647
0.25,0.9,4,10.296304643655867,200.0,1.2410865e-07
0.25,0.9,6,11.109490753825666,200.0,0.0
0.25,0.9,8,9.615883819783978,181.66109323501587,0.0
0.25,0.9,10,10.442266436036588,200.0,0.0
0.25,0.9,12,9.875474951684676,192.18446016311646,8.881784e-16
0.1,0.0,1,10.412228132524852,198.96851778030396,0.04690157
0.1,0.0,2,10.401343437267489,200.0,0.0029290037
0.1,0.0,4,10.547007917436991,200.0,0.00016439195
0.1,0.0,6,10.970439310154218,200.0,3.5527137e-15
0.1,0.0,8,10.096018013324631,194.29931640625,0.0
0.1,0.0,10,11.165517027458447,200.0,1.4210855e-14
0.1,0.0,12,9.835898399353027,183.8072657585144,0.0
0.1,0.25,1,10.006308473897784,190.88340997695923,0.022304693
0.1,0.25,2,10.093070855636276,194.2062497138977,0.0009984369
0.1,0.25,4,10.870002997055483,200.0,9.227952e-05
0.1,0.25,6,10.156524873181676,196.8423366546631,5.551115e-17
0.1,0.25,8,10.428288484892148,200.0,8.881784e-16
0.1,0.25,10,10.298933441719312,200.0,0.0
0.1,0.25,12,10.57000091203143,200.0,8.881784e-16
0.1,0.5,1,10.036215517952453,191.95570945739746,0.01840418
0.1,0.5,2,10.340977016941048,199.99308586120605,0.0020620236
0.1,0.5,4,10.753420091914327,200.0,4.3225067e-05
0.1,0.5,6,10.090339818697297,194.06272172927856,0.0
0.1,0.5,8,10.996402676185864,200.0,0.0
0.1,0.5,10,10.165453484888827,197.22102880477905,0.0
0.1,0.5,12,11.343397553047437,200.0,1.4210855e-14
0.1,0.9,1,10.27091803427346,199.72468614578247,0.004355585
0.1,0.9,2,9.995775295484266,190.1358962059021,0.0007241
0.1,0.9,4,10.467306340720212,200.0,4.4150615e-06
0.1,0.9,6,10.476143340548772,200.0,8.881784e-16
0.1,0.9,8,11.409606154045361,200.0,1.4210855e-14
0.1,0.9,10,9.646156194504726,176.57381296157837,1.4210855e-14
0.1,0.9,12,11.03236281402995,200.0,3.5527137e-15
