size,sparsity,num_layers,mae,smape,variance
0.5,0.0,1,6.347619892370822,88.32495212554932,0.008494162
0.5,0.0,2,6.576943383072361,92.77496337890625,0.00036720658
0.5,0.0,4,6.45793890953064,90.39046168327332,6.428411e-05
0.5,0.0,6,7.240757731476215,106.93986415863037,8.1262115e-06
0.5,0.0,8,6.04494260537504,82.4915885925293,8.289606e-07
0.5,0.0,10,5.77827869521247,77.67491340637207,4.9643813e-07
0.5,0.25,1,5.889375831141616,79.76100444793701,0.004292703
0.5,0.25,2,5.4190667181304,71.52568101882935,0.00061268586
0.5,0.25,4,6.2892795283385,87.09538578987122,1.7292672e-05
0.5,0.25,6,6.56908732472044,92.60151982307434,3.2642672e-06
0.5,0.25,8,5.8826783425880205,79.53638434410095,1.6805002e-06
0.5,0.25,10,6.214023611762307,85.65513491630554,6.742936e-07
0.5,0.5,1,5.151146421528826,67.14112162590027,0.0050182315
0.5,0.5,2,6.021174794495708,82.0587158203125,0.00038583478
0.5,0.5,4,6.212668045602664,85.63044667243958,2.605876e-05
0.5,0.5,6,7.080880564872665,103.36910486221313,3.0910435e-06
0.5,0.5,8,5.9759111404418945,81.22507929801941,5.429379e-07
0.5,0.5,10,6.455264929569129,90.32856822013855,1.1436206e-07
0.5,0.9,1,7.027694844236278,102.20035314559937,0.0022053076
0.5,0.9,2,6.167219804994987,84.77150797843933,0.00064760825
0.5,0.9,4,6.419567295999238,89.6244764328003,2.7172686e-05
0.5,0.9,6,7.066394524140791,103.05027961730957,3.740951e-06
0.5,0.9,8,6.609872172577212,93.4235155582428,5.1422063e-07
0.5,0.9,10,6.756168413643885,96.4271605014801,1.3652725e-07
0.25,0.0,1,6.400013660340999,92.03721284866333,0.011682324
0.25,0.0,2,6.19332435717085,87.80486583709717,0.00094084354
0.25,0.0,4,6.136274138685027,86.69977188110352,5.1790204e-05
0.25,0.0,6,6.514192136449846,94.16543245315552,1.2933292e-05
0.25,0.0,8,5.843458867634989,81.22920393943787,6.0116845e-06
0.25,0.0,10,6.641710591235947,96.79429531097412,3.8984322e-07
0.25,0.25,1,5.235933493283461,70.85949182510376,0.008567216
0.25,0.25,2,5.832532394614685,81.08067512512207,0.0009696144
0.25,0.25,4,5.8820508385346795,81.94431066513062,4.2064923e-05
0.25,0.25,6,6.335740880934076,90.57300686836243,2.778804e-06
0.25,0.25,8,6.8369257185194225,100.94516277313232,8.538785e-07
0.25,0.25,10,6.133582527790005,86.63938641548157,5.331935e-07
0.25,0.5,1,6.17956834690338,87.7342939376831,0.009421269
0.25,0.5,2,6.292400880293413,89.7957980632782,0.0011314641
0.25,0.5,4,6.2080999962007155,88.08348178863525,3.4165692e-05
0.25,0.5,6,6.158406866118563,87.11822032928467,4.434983e-06
0.25,0.5,8,5.964037283502444,83.44607949256897,1.896601e-06
0.25,0.5,10,6.07077089784924,85.44520735740662,7.359329e-07
0.25,0.9,1,6.640916363558786,96.80179953575134,0.0022313213
0.25,0.9,2,6.900798429945101,102.34118700027466,0.00033687102
0.25,0.9,4,6.451947136760159,92.90040135383606,5.00909e-05
0.25,0.9,6,6.332382076918477,90.50518870353699,8.107146e-06
0.25,0.9,8,6.461037725711912,93.07982325553894,1.0662731e-06
0.25,0.9,10,6.6667824064441,97.31898307800293,6.6970436e-08
0.1,0.0,1,6.086964584468456,83.38837623596191,0.014458472
0.1,0.0,2,6.54315210192391,92.05381274223328,0.0013960807
0.1,0.0,4,6.299395648281226,87.24770545959473,0.00013613433
0.1,0.0,6,7.385365340147126,110.19570827484131,1.0986699e-05
0.1,0.0,8,6.075784053695336,83.01689624786377,5.2924297e-06
0.1,0.0,10,6.357859738757101,88.3622407913208,3.29274e-07
0.1,0.25,1,5.956058707130089,80.96961379051208,0.003739287
0.1,0.25,2,6.670351142293952,94.64351534843445,0.0004405983
0.1,0.25,4,6.072208898790767,82.96735286712646,8.663714e-05
0.1,0.25,6,6.348893002177892,88.19480538368225,2.2056674e-05
0.1,0.25,8,6.051866436272524,82.57414698600769,2.5446172e-06
0.1,0.25,10,6.477067333928654,90.70232510566711,7.7920095e-07
0.1,0.5,1,6.793128941835982,97.20102548599243,0.0021611701
0.1,0.5,2,5.72587227151635,76.74373388290405,0.0007939593
0.1,0.5,4,6.009660722164625,81.80140852928162,4.001948e-05
0.1,0.5,6,6.398101134246655,89.14992213249207,4.440031e-06
0.1,0.5,8,6.299839925230219,87.24128603935242,1.6509532e-06
0.1,0.5,10,5.610124708561415,74.70754384994507,8.230112e-07
0.1,0.9,1,6.558866468708167,92.36583709716797,0.0032882937
0.1,0.9,2,6.511556459276863,91.39893054962158,0.0006424225
0.1,0.9,4,6.499183873112282,91.14338159561157,3.5647456e-05
0.1,0.9,6,6.3361404410908735,87.94175982475281,8.683517e-06
0.1,0.9,8,6.544781078113599,92.05198884010315,2.0575296e-06
0.1,0.9,10,6.378965565327848,88.77301216125488,2.552343e-07
